titles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
The Station Agent,0.0,0.0,0.015154210110563476,0.021126932771952385,0.0,0.0,0.0,0.0,0.0,0.006045001552353957,0.0,0.012644469521316523,0.00014341045795544699,0.0,0.0,0.0,0.0,0.013835330566579143,0.0,0.0003372880359697112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005873929214038842,0.0,0.0001917763642451228,0.0,0.0,0.0,2.6239196356558635e-05,5.324039179398349e-05,0.0,0.0,0.0,0.0012351873193964644,0.00035254267275979233,0.0,0.0,0.0,0.01541832821875801,0.0,0.0,0.0,0.0,0.00027518514415245695,0.0,0.0,0.0,0.0,0.0012734028981154532,0.0,0.00027181385163744734,0.0,0.0,0.0,0.0,0.002074586476861964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006744770712754226,0.0,0.0,0.0,0.0,0.01644998128353709,0.0,0.0,0.0,0.000975099108639947,0.008647508263387983,0.06351366524510621,0.0,0.00833673136924262,0.0,0.0,0.0,0.0,0.0,0.0,0.7050513744585757,0.7050513744585757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Love Actually,0.0015138240427611817,0.0,0.0,0.03512641071943548,0.0,0.0005806292731080703,3.001248266537813e-05,0.0,0.000464117653627313,0.0,0.0,0.0,0.00016832448876598116,0.0,0.0,0.016874739611892012,0.0,0.0,0.0,0.0,0.0,5.731968713629731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006858862361633747,0.0,0.0,0.0,0.0,0.0,0.0,0.010852898484100773,0.0,0.0,0.0,0.0,0.0,0.000823163596230439,0.00048699680810972373,0.0008641785638986527,0.0,0.0,0.009419403354069308,0.0,0.000282290308714404,0.0,0.0,0.0,3.926326152318258e-05,0.0,4.225066545312785e-05,0.0,7.07929616965621e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011248412517204718,0.0,0.0,0.0007191415037529319,0.0,0.0,0.0030991898703953314,0.0004348633042816824,0.0,0.0,0.0,0.0024321272268873592,0.0,0.002714598945706088,0.0009406134216861891,0.0,0.002324263743402874,0.00015582644803651188,0.0,0.0,0.003594788428910929,0.0034560593501146222,0.0,0.0,0.0,0.0037135668569817427,0.0,0.0,0.0,0.0056350572346922125,0.0,0.5768212281611182,0.5768212281611182,0.5768212281611182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25th Hour,0.0,0.0,0.04295156004347188,0.026986919042681225,0.0,0.0,0.01793359492558968,0.0,0.0,7.487589260982079e-05,0.0,0.0,0.00023829326020865136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005890377694394713,0.0,1.0781542819748129e-05,0.0,0.0,5.961723361480926e-05,9.665982445010485e-06,0.0,0.0,5.999602377251021e-05,0.0,0.0,7.836763890352423e-06,0.0,0.0,0.0,0.0,0.00021855510524717233,0.0,0.0026097963377008392,0.00027977326760365287,0.0,2.7188028747923304e-05,0.0,0.0,0.0,0.026575982855271366,0.0,0.0,0.0,0.0,0.0013765751613266345,0.0,0.0,0.0,0.0,0.0,0.0003255788824586648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005255601756166553,0.0,0.0,0.0,0.0,0.0027374973791703954,0.0,0.0,0.0,0.0,0.0,0.0008491392661717268,0.0,0.0021089637930696657,0.0014253557728531778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981856775829717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Life of David Gale,0.0,0.00010680931169714105,0.0,0.0,1.5399235898448453e-06,0.0,0.0,0.0003645620680641657,0.0,0.0,0.0,0.015257011800847438,0.0,0.0,7.926184398800795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851489259947978e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015999218746589716,0.0,0.0,0.0,0.0,0.0,0.00019169791243999206,0.0,0.0017011721520786784,0.00027737710326901095,0.0,0.0,0.0,0.0015597463220312867,0.0,0.0,0.0,0.0,0.0,0.015806103168995462,0.0,0.0,0.0012448370696349512,0.0,0.0,0.0005442449311192782,0.0003806433243426146,0.0,0.0,3.443126594385149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001843979261134676,0.0,0.0,0.0,0.0,0.000587002183442769,0.0,0.0011322467133492572,0.0,0.00031333051048204467,0.0,0.0,0.0,0.0,0.0,0.0007090837428239252,0.0,0.0,0.0,0.0,0.0004464266062470637,0.0,0.0,0.0,0.0,0.0,0.5772070555661991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772070555661991,0.0,0.0,0.0,0.5772070555661991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Butterfly Effect,0.0,0.0,0.0,0.029697580928810828,0.0,0.0,0.0,0.0,0.0,9.543723749963099e-05,0.0,0.0,0.0,0.015162269983371696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289442249228308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9592051779422728e-05,0.0,0.0,9.303714187223978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019744581863749027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015761039658588287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07370880136288406,0.0,0.006506520466233019,0.0003924926758219541,0.0,0.031704379173091636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5751542835300852,0.0,0.0,0.0,0.0,0.5751542835300852,0.0,0.0,0.0,0.0,0.0,0.0,0.5751542835300852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Royal Tenenbaums,0.0009116644044774855,0.0,0.0007452392824656521,0.0,0.0,0.027783771829915573,0.0001725230546659017,0.0,0.00010989194761389911,0.0,0.0,2.0882976135899593e-05,0.009762200125470284,0.0,7.738591254308123e-05,6.457779757697689e-05,0.0,9.267989417174282e-05,0.0,0.00014372797641306608,0.00021326593448576064,0.0,0.0,0.0,0.0,0.0,0.0,0.000653577125949448,0.0,0.0,0.0,0.00020480906565140548,0.0,0.0,0.0,0.0,0.0006734470306429335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005485439985125866,0.0007204145922876673,0.0007741868978327584,1.6621640106456998e-05,0.0,0.00014141404707198699,0.0,0.0,0.0,0.0,0.0,0.0,0.0008216437807930781,0.000246914528625668,0.0,0.0007271538481972,0.0007409971744042601,0.0,0.0,0.0006468801972306,0.0,0.0,0.0,0.00018518409154061056,0.0,0.002650702968215646,0.0,0.0,0.0,0.0007724597522727125,0.0,0.0,0.0,0.0011226075582971681,0.0,0.0,0.0,0.0,0.0,0.0,3.2705020695669556e-05,0.0,0.005487690126745631,0.0,0.0,0.0,0.004182023153249974,0.002549022245606274,0.0033341060527158125,0.7067717159370586,0.7067717159370586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter and the Sorcerer's Stone,0.0006398811147275667,0.0,0.0,0.0,0.010476757838156985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006604886519925771,0.0,0.019357639657362067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010368260060332228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021483677558731873,0.003622444716103888,0.0,0.0,0.0,0.0011311361018614553,0.0,0.0,0.0,0.0,0.00010116729264795845,0.0,0.0,0.0,0.0007068899638550003,0.0,0.00017511358520994473,0.0,0.0,0.0,0.0,0.0,0.000351905242629747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010227083216072503,0.0,0.0,0.0,0.0,0.0,0.0,0.00445295166295302,0.0,0.0,0.002673936347680275,0.0,0.0020744308000206642,0.0,0.0,0.0,0.0,0.0,0.004023921136551215,0.00727035649857823,0.0,0.0,0.000675335131029377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5770306165778808,0.0,0.0,0.0,0.0,0.0,0.0,0.5770306165778808,0.0,0.5770306165778808,0.0,0.0,0.0,0.0
The Others,0.0,0.0,0.0,0.020811256059503166,0.0,0.0,0.01144328836935236,0.0,0.019152368167912655,0.006740496473925937,0.0,0.0,0.0066197414899849295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054461225220793774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01604608478370515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052654297610734736,0.0,0.0,0.0,0.08202434709786317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733689631853782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733689631853782,0.5733689631853782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blow,0.0,0.0,0.0,0.0,0.0,0.015438471787927262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031709412963019343,0.0,0.0,0.0,0.00026421948766738065,0.0005654357589202352,0.0,0.0,0.0,0.0,0.0,0.0001716020099938982,0.0,0.0,0.0,0.0,0.0,0.00012798676586357207,0.0003105986364998674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023175831431864092,0.0025062024167186777,0.0,0.0,0.0,0.0,0.0,0.014588690465203892,0.0,0.0,0.0,0.0,0.0,0.0,4.543200096775239e-05,0.0,0.0,0.00015535184953177682,0.0,0.0,0.00011627854329464014,0.0,0.0,0.0,0.0,0.00023244426341670097,0.0,0.0,0.0,0.009270819676598124,0.0,0.00018513013364406935,0.0,0.0,0.0,0.00036442217302813093,0.0,0.0,1.086965441784435e-05,0.0,0.0,0.0,0.0,0.0,0.0015865850196115894,0.01574319004196306,0.5771208083330456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771208083330456,0.0,0.0,0.5771208083330456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enemy at the Gates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030219418899987277,0.0,0.0,0.0,0.0,3.246873093403358e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012692237688354994,0.0,1.2570713439828377e-05,0.0,0.0,0.0,0.0,1.4502505059316881e-05,0.0,0.0002015296299869245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008260708826503975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.160973244812809e-05,0.0,0.0,0.0003311937589975066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012632915552441238,2.537736347521441e-05,0.0012650065301091664,0.0,0.0007895923221844402,0.0,0.0,0.0,0.1304281311987871,0.00037581766158274103,0.001315167494930775,0.001174648283858136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022916108013433357,0.0,0.5724134257992312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724134257992312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724134257992312,0.0,0.0
Moulin Rouge!,0.0,0.0,0.0,0.000515707149503703,0.0,2.378019178396797e-05,0.0,0.0,0.0,5.736740672286484e-05,0.0007449847804353214,5.307614407460223e-05,0.0,0.0,3.0154986989894185e-05,0.02056569450182951,0.0,0.0,0.0,0.00019754015331647896,0.0,0.0,0.0002656866812421316,1.1197079514154118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010039420037106817,0.0,0.0,0.000107803358720624,0.0,0.0,0.0001949154667292565,0.0,0.0008842461209663181,0.0,0.00023561288315935764,0.0,0.0,0.0,0.0,0.0,0.0,0.00010738270659084243,0.00010524973187737429,0.0003685985633771267,0.0,0.0,4.847808324188183e-05,0.0,0.0,0.0,0.0,0.0,0.00010123807825311748,0.0,0.0,0.0,0.0,0.00012798984901089431,0.0,0.0006348760569678275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017693498037947607,0.0020161296082155163,0.00020154957999632764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012665407196156676,0.0009667733352916761,0.0,0.0034760229392627314,0.0018661562277313012,0.0013330734156113335,0.0,4.409193840111543e-05,0.0,0.0,0.0005967671775173191,0.0,0.577220423061346,0.0,0.577220423061346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577220423061346,0.0,0.0,0.0
Traffic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009005865042781589,0.011827161069421633,0.0,0.0,0.0,0.004018277597920645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008486900357331923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011771872735678174,0.0,0.0,0.0,0.0,0.0,0.0,0.0001443067893023553,0.0,0.0,0.0,0.0012260961120812905,0.0,0.0,0.0,0.012729870319254464,0.0,0.0,0.008767526530267824,0.0,0.0,0.0,0.0003273705055955867,0.020319437263278596,0.0,0.0,0.0,0.0,0.0,0.0,0.0002175304384966497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03944953499355331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5766222650819426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5766222650819426,0.0,0.0,0.0,0.5766222650819426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minority Report,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029529793400278073,0.0003392454192820402,0.0002809213081904169,0.008409544446719689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75629351762198e-05,0.0,8.025085229291144e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008544674717087494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4114054678527e-05,8.859660265446795e-05,0.0,0.0,0.0,0.0,0.0,0.0018236130644436303,0.0,0.0,0.0,0.0,0.0,0.0004985187477864352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346516698436663,0.0,0.000591233329527961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010022101562974053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5767085871374555,0.0,0.0,0.0,0.5767085871374555,0.0,0.0,0.0,0.0,0.5767085871374555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hurricane,0.0,0.0,0.0,0.0,0.0,0.018400373309301412,0.0,9.541465230731713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019132753830526834,0.0,0.0,0.0,0.00012932793844402325,0.0004879319290246614,0.0004007476049715464,0.0006919354340724571,0.0,0.0,0.0,0.00041961682497074736,0.0,0.0,0.00012255965926014846,0.0,0.00021093624100543184,0.0,0.0,0.0,0.0,0.0,8.092552892261801e-06,0.0,0.0,0.0,0.011238766930675919,0.0,0.0,1.3204389728782716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010610316068439957,4.864577457778137e-05,7.120692931175108e-05,0.001229082787176652,2.7047055336130484e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0007075551109961536,0.0,0.0,0.0,0.0,0.0,0.0009373707249335651,0.0,0.0004349211323841159,0.0018758651139197749,0.0,0.0,0.0,0.0,0.00020100965400711408,0.0,0.002494647386796143,0.0006337366403567539,0.00011687185912893309,0.0,0.0,0.0,7.956334613157476e-05,0.0016380339054729472,0.0006137884232330172,0.0,0.0007997423967744016,0.0,0.00540821377858385,0.002325457076610125,0.0,0.0,0.0,0.5772004757005098,0.0,0.0,0.0,0.0,0.0,0.5772004757005098,0.0,0.0,0.0,0.0,0.5772004757005098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Psycho,0.0,0.00033168034366553976,0.03314316173145656,4.4998913370420636e-05,0.0,0.0,0.00013073246816173615,0.0,0.0011999547645635783,0.0,0.00011584872929140722,0.00019247365474063294,0.00013928302502277902,0.0001610431190266203,0.0008318702065901268,0.0,0.0,0.01084203939206764,0.0006355014217355186,0.0,5.281139778202737e-06,0.0,0.0,7.998139540574385e-05,5.64163836890895e-05,0.0,3.847887534846611e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97896945231871e-05,3.401185143804751e-05,0.0,0.00013842216264654266,0.0,0.0005361636075727951,2.047912268632491e-07,0.0,0.0,0.0,1.6188206085427123e-05,0.0,0.0,0.0,7.42395077250712e-05,0.0,0.0,0.0,1.8997671010290293e-06,0.0010006273036732394,0.0005736793713073617,0.0,3.438551299549968e-05,0.0,0.0,5.287893345254371e-05,0.000398574111103846,0.0004150595604391186,0.002102782371183683,0.0,0.0,0.0007874134135900516,0.0,0.0003580602930804603,0.0009436898370889232,0.0007603283536565643,0.0,0.0,0.0,0.0,0.00023960848395407233,0.001488332381333016,0.0,0.0,0.0005264809126273903,0.0,0.0002925305637780518,0.0,0.0,0.0,0.0001615012893668595,0.0,0.0,0.0,0.0,0.004871706098996072,0.0028091214225704395,0.001100823417961125,0.0010799829157473453,0.002919051899122053,0.0,0.0,0.5769827851582856,0.5769827851582856,0.0,0.0,0.0,0.0,0.0,0.0,0.5769827851582856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Thin Red Line,0.0007642251427445365,0.0,0.0,0.0,0.0,0.00012502313477221358,0.0,0.015416026968045468,0.0,0.0,0.0,0.0,6.916557642110153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016403030346920822,0.00011488492426277953,0.0,0.0,0.0015892362321077505,8.124248275090125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025208008840097964,0.0,6.384650860753426e-05,0.0,0.0,0.00397777856674528,0.0,0.0,0.0,0.0002949833538225624,0.0002719890183618786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486057841227442e-05,0.0,0.0,0.0,0.0,0.0,0.0005933304592734642,0.0,0.0,0.0,0.0007709902188519904,0.001256871736642832,0.0,0.0,0.0,0.0005182249798570208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006943940302757743,0.0005964748520691459,0.0,0.0,0.0,0.0,0.0037761214023805095,0.0018333413437789938,0.0,0.0043452381187657286,0.0,0.0,0.0,0.005489677858481012,0.0,0.00033293054323285475,0.0,0.006027607139052323,0.0,0.7069782209399389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7069782209399389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Red Violin,0.0,0.0,0.011716625989892081,0.0,0.0002585233866212553,0.0005355176976091475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014708341735273401,0.0002840377329968191,0.0,5.251248700594213e-06,0.0,0.0,0.0,0.0,0.00024760416949373053,0.0,3.3116265181863474e-05,0.0,0.0,6.917384729555376e-06,0.0018053547685496021,0.00017529067702399037,0.0,0.0,0.00018697815431879513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00511114044966154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001451229965222121,0.0,0.0,0.0,0.0011051260681297806,0.0,0.0005619754765556005,0.0,0.0008385713929766959,0.0,0.000710131300331974,0.0,0.0,0.00014102822609532445,0.035591062374857894,0.0,0.0022180026385959697,0.0,0.0,0.0008424631724100484,0.0,0.002192345755321781,0.0011688162522045518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05776620539163839,0.5759039587970267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5759039587970267,0.0,0.0,0.0,0.5759039587970267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mulan,0.0,0.02576505002388057,0.0,0.0,0.0,0.0,0.0,0.00028989200017005666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006851084382081995,0.016335208664859043,0.0,0.0,0.011847640697688304,0.0,0.0,0.0,0.0,0.0,0.0002692687374049017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010314705586570525,0.0,0.0,0.0,0.0,0.0,0.0,0.013944943077904401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005188035380203061,0.0,0.0,0.00034154056836232204,0.0,0.0,0.0,0.010147814430933953,0.013381782491192783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5768723255661294,0.5768723255661294,0.5768723255661294,0.0,0.0,0.0,0.0
Fear and Loathing in Las Vegas,0.0,0.0008868795414643636,0.0,0.0,0.0,0.0,0.0,0.0,0.0001360454174027326,0.0,0.0,0.0,6.782765357089765e-06,0.0,0.0194097987297144,0.0,0.0,9.270197650628452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393865914567946e-05,0.0,0.0,0.0,0.0,0.00141737238424692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006973416880906717,0.0,0.0,0.0,0.00010926484080163027,0.0,0.0,0.00040359755793335463,0.0,0.0,0.0,0.00016072179477438574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000861055578226402,0.0,0.0002764046337363068,0.0,0.0,0.0,0.030017545983726246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005223566392824099,0.0,0.0,0.0,0.0,0.0,0.0006156453284671459,0.0,0.0,0.04702773059067904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5763328339750168,0.5763328339750168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5763328339750168,0.0,0.0,0.0,0.0
Dark City,0.0,0.0,0.0,0.0,0.00020657494508204513,0.0,0.0,0.0,0.0,0.0,0.0,0.013687162774984087,0.0,0.0015468058183444138,0.0,0.0,0.01679502070252807,0.0,0.0,0.0,0.0,0.0,0.015267682060983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036649018342469076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01920252407143908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002587306110818235,0.0,0.0,4.6455549326502324e-05,0.0,0.0,0.0,0.0003297909446622645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017985885042628555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010332084747987962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57700262594801,0.0,0.0,0.0,0.0,0.0,0.0,0.57700262594801,0.57700262594801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Trek: First Contact,0.0,0.0,0.0,0.0,0.0,0.012305424741093153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007756908366052023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005108608765251314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7504019570388995e-05,0.0,0.0,0.0,0.0,0.0,0.00046320975548804356,0.0,0.0,0.0,0.0,0.0,0.0,0.018160387285065707,0.0,0.00048477658057581114,0.0,0.0,0.0,0.0,0.0,0.016878303418376147,0.0,0.0,0.0,0.019160459017419775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030757437865408153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5767418848287564,0.0,0.0,0.0,0.5767418848287564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5767418848287564,0.0,0.0,0.0,0.0
